Name,Url,PFS Legality,Rarity,Traits,Category,Subcategory,Level,Price,Bulk,Spoilers?
Spiritsight Crossbow,https://2e.aonprd.com/Equipment.aspx?ID=747,,Uncommon,"Conjuration, Magical, Teleportation",Weapons,Specific Magic Weapons,8,450.0,2,—
Staff of Fire (Greater),https://2e.aonprd.com/Equipment.aspx?ID=356,,Common,"Evocation, Magical, Staff",Staves,—,8,450.0,1,—
Animal Staff (Greater),https://2e.aonprd.com/Equipment.aspx?ID=349,,Common,"Divination, Magical, Staff",Staves,—,8,460.0,1,—
Swarmeater's Clasp,https://2e.aonprd.com/Equipment.aspx?ID=818,—,Uncommon,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,8,460.0,—,Agents of Edgewatch
Rod of Wonder,https://2e.aonprd.com/Equipment.aspx?ID=265,,Rare,"Chaotic, Evocation, Magical",Held Items,—,8,465.0,L,—
Staff of Healing (Greater),https://2e.aonprd.com/Equipment.aspx?ID=357,,Common,"Magical, Necromancy, Staff",Staves,—,8,470.0,1,—
Bloodbane,https://2e.aonprd.com/Equipment.aspx?ID=539,—,Uncommon,"Dwarf, Evocation, Magical",Runes,Weapon Property Runes,8,475.0,—,Age of Ashes
Collar of Inconspicuousness,https://2e.aonprd.com/Equipment.aspx?ID=405,,Common,"Companion, Invested, Primal, Transmutation",Worn Items,Companion Items,8,475.0,1,—
Flaying Knife,https://2e.aonprd.com/Equipment.aspx?ID=787,—,Uncommon,"Magical, Necromancy",Weapons,Specific Magic Weapons,8,480.0,1,The Slithering
Corrosive,https://2e.aonprd.com/Equipment.aspx?ID=292,,Common,"Acid, Conjuration, Magical",Runes,Weapon Property Runes,8,500.0,—,—
Deafening Music Box,https://2e.aonprd.com/Equipment.aspx?ID=813,—,Uncommon,"Auditory, Evocation, Magical",Held Items,—,8,500.0,1,Agents of Edgewatch
Flaming,https://2e.aonprd.com/Equipment.aspx?ID=295,,Common,"Conjuration, Fire, Magical",Runes,Weapon Property Runes,8,500.0,—,—
Frost,https://2e.aonprd.com/Equipment.aspx?ID=296,,Common,"Cold, Conjuration, Magical",Runes,Weapon Property Runes,8,500.0,—,—
Invisibility,https://2e.aonprd.com/Equipment.aspx?ID=287,,Common,"Illusion, Magical",Runes,Armor Property Runes,8,500.0,—,—
Lover's Gloves,https://2e.aonprd.com/Equipment.aspx?ID=737,,Common,"Emotion, Enchantment, Invested, Magical, Mental",Worn Items,Other Worn Items,8,500.0,—,—
Magic Armor (+1 Resilient),https://2e.aonprd.com/Equipment.aspx?ID=147,,Common,"Abjuration, Invested, Magical",Armor,Basic Magic Armor,8,500.0,—,—
Moonstone Diadem,https://2e.aonprd.com/Equipment.aspx?ID=588,,Rare,"Divination, Invested, Magical",Worn Items,Other Worn Items,8,500.0,L,Extinction Curse
Shock,https://2e.aonprd.com/Equipment.aspx?ID=303,,Common,"Electricity, Evocation, Magical",Runes,Weapon Property Runes,8,500.0,—,—
Sinister Knight,https://2e.aonprd.com/Equipment.aspx?ID=518,,Uncommon,"Abjuration, Illusion, Magical",Runes,Armor Property Runes,8,500.0,—,—
Thundering,https://2e.aonprd.com/Equipment.aspx?ID=306,,Common,"Evocation, Magical, Sonic",Runes,Weapon Property Runes,8,500.0,—,—
Wand of Crackling Lightning (3rd-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=754,,Common,"Electricity, Evocation, Magical, Wand",Wands,Specialty Wands,8,500.0,L,—
Wand of Smoldering Fireballs (3rd-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=372,,Common,"Evocation, Fire, Magical, Wand",Wands,Specialty Wands,8,500.0,L,—
Wand of Teeming Ghosts (3rd-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=795,—,Uncommon,"Magical, Necromancy, Wand",Wands,Specialty Wands,8,500.0,L,The Slithering
Wand of Widening (3rd-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=373,,Common,"Magical, Wand",Wands,Specialty Wands,8,500.0,L,—
Darkwood Tower Shield (Standard-Grade),https://2e.aonprd.com/Equipment.aspx?ID=312,,Uncommon,—,Shields,Precious Material Shields,8,560.0,3,—
Cursed Dreamstone,https://2e.aonprd.com/Equipment.aspx?ID=507,—,Uncommon,"Enchantment, Magical",Held Items,—,9,-1,L,Age of Ashes
Body Recovery Kit,https://2e.aonprd.com/Equipment.aspx?ID=840,,Uncommon,"Alchemical, Consumable, Healing",Alchemical Items,Alchemical Tools,9,101.0,L,—
Caustic Deteriorating Dust,https://2e.aonprd.com/Equipment.aspx?ID=565,,Uncommon,"Consumable, Evocation, Magical",Consumables,Other Consumables,9,105.0,—,—
Cheetah's Elixir (Greater),https://2e.aonprd.com/Equipment.aspx?ID=86,,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,9,110.0,L,—
Javelin of Lightning,https://2e.aonprd.com/Equipment.aspx?ID=246,,Common,"Consumable, Electricity, Evocation, Magical",Consumables,Other Consumables,9,110.0,L,—
Lich Dust,https://2e.aonprd.com/Equipment.aspx?ID=121,,Common,"Alchemical, Consumable, Ingested, Poison",Alchemical Items,Alchemical Poisons,9,110.0,L,—
Spider Root,https://2e.aonprd.com/Equipment.aspx?ID=129,,Common,"Alchemical, Consumable, Contact, Poison",Alchemical Items,Alchemical Poisons,9,110.0,L,—
Sight-Theft Grit,https://2e.aonprd.com/Equipment.aspx?ID=833,—,Uncommon,"Consumable, Divine, Ingested, Poison",Alchemical Items,Alchemical Poisons,9,115.0,L,Agents of Edgewatch
Explosive Ammunition,https://2e.aonprd.com/Equipment.aspx?ID=162,,Common,"Consumable, Evocation, Fire, Magical",Consumables,Ammunition,9,130.0,—,—
Feather Token (Whip),https://2e.aonprd.com/Equipment.aspx?ID=244,,Common,"Conjuration, Consumable, Magical",Consumables,Other Consumables,9,130.0,—,—
Storm Arrow,https://2e.aonprd.com/Equipment.aspx?ID=169,,Common,"Air, Consumable, Electricity, Evocation, Magical",Consumables,Ammunition,9,130.0,—,—
Dust of Disappearance,https://2e.aonprd.com/Equipment.aspx?ID=242,,Common,"Consumable, Illusion, Magical",Consumables,Other Consumables,9,135.0,—,—
Aligned Oil,https://2e.aonprd.com/Equipment.aspx?ID=173,,Common,"Consumable, Divine, Evocation, Oil",Consumables,Oils,9,140.0,L,—
Cold Iron Blanch (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=861,,Uncommon,"Alchemical, Consumable, Precious",Alchemical Items,Alchemical Tools,9,140.0,L,—
5th-Level Scroll,https://2e.aonprd.com/Equipment.aspx?ID=640,,Common,"Consumable, Magical, Scroll",Consumables,Scrolls,9,150.0,L,—
Basilisk Eye,https://2e.aonprd.com/Equipment.aspx?ID=708,,Common,"Consumable, Magical, Talisman, Transmutation, Visual",Consumables,Talismans,9,150.0,—,—
Elixir of Life (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=91,,Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,9,150.0,L,—
Spellstrike Ammunition (Type IV),https://2e.aonprd.com/Equipment.aspx?ID=167,,Common,"Consumable, Magical, Transmutation",Consumables,Ammunition,9,150.0,—,—
Lock (Good),https://2e.aonprd.com/Equipment.aspx?ID=30,,Common,—,Adventuring Gear,—,9,200.0,—,—
Manacles (Good),https://2e.aonprd.com/Equipment.aspx?ID=32,,Common,—,Adventuring Gear,—,9,250.0,—,—
Necklace of Fireballs III,https://2e.aonprd.com/Equipment.aspx?ID=449,,Common,"Evocation, Invested, Magical",Worn Items,Other Worn Items,9,300.0,—,—
Handcuffs (Good),https://2e.aonprd.com/Equipment.aspx?ID=798,—,Uncommon,—,Adventuring Gear,—,9,350.0,L,Agents of Edgewatch
Sovereign Steel Object (Standard-Grade),https://2e.aonprd.com/Equipment.aspx?ID=776,,Rare,Precious,Materials,—,9,500.0,—,—
Earthsight Box,https://2e.aonprd.com/Equipment.aspx?ID=728,,Uncommon,"Divination, Magical, Scrying",Held Items,—,9,575.0,L,—
Collar of Empathy,https://2e.aonprd.com/Equipment.aspx?ID=404,,Common,"Companion, Divination, Invested, Primal",Worn Items,Companion Items,9,600.0,1,—
Dreadsmoke Thurible,https://2e.aonprd.com/Equipment.aspx?ID=566,,Uncommon,"Magical, Necromancy",Held Items,—,9,600.0,1,—
Elemental Wayfinder (Earth),https://2e.aonprd.com/Equipment.aspx?ID=470,,Uncommon,"Earth, Evocation, Invested, Magical",Worn Items,Other Worn Items,9,600.0,—,—
Heartstone,https://2e.aonprd.com/Equipment.aspx?ID=487,,Common,"Abjuration, Invested, Occult",Worn Items,Other Worn Items,9,600.0,—,—
Immovable Rod,https://2e.aonprd.com/Equipment.aspx?ID=259,,Common,"Magical, Transmutation",Held Items,—,9,600.0,1,—
Shoony Shovel,https://2e.aonprd.com/Equipment.aspx?ID=635,—,Rare,"Earth, Magical",Held Items,—,9,600.0,2,Extinction Curse
Sleeves of Storage (Greater),https://2e.aonprd.com/Equipment.aspx?ID=745,,Common,"Conjuration, Extradimensional, Invested, Magical",Worn Items,Other Worn Items,9,600.0,L,—
Triton's Conch,https://2e.aonprd.com/Equipment.aspx?ID=269,,Common,"Magical, Transmutation",Held Items,—,9,640.0,L,—
Armbands of Athleticism,https://2e.aonprd.com/Equipment.aspx?ID=409,,Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,9,645.0,L,—
Belt of the Five Kings,https://2e.aonprd.com/Equipment.aspx?ID=410,,Uncommon,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,9,650.0,L,—
Bracers of Missile Deflection (Greater),https://2e.aonprd.com/Equipment.aspx?ID=417,,Common,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,9,650.0,L,—
Chain of the Stilled Spirit,https://2e.aonprd.com/Equipment.aspx?ID=812,—,Uncommon,"Magical, Necromancy",Held Items,—,9,650.0,2,Agents of Edgewatch
Coyote Cloak (Greater),https://2e.aonprd.com/Equipment.aspx?ID=426,,Common,"Divination, Invested, Magical",Worn Items,Other Worn Items,9,650.0,—,—
Dancing Scarf (Greater),https://2e.aonprd.com/Equipment.aspx?ID=428,,Common,"Illusion, Invested, Magical, Visual",Worn Items,Other Worn Items,9,650.0,—,—
Diviner's Nose Chain,https://2e.aonprd.com/Equipment.aspx?ID=855,,Uncommon,"Divination, Magical",Worn Items,Other Worn Items,9,650.0,—,—
Elemental Wayfinder (Air),https://2e.aonprd.com/Equipment.aspx?ID=470,,Uncommon,"Air, Evocation, Invested, Magical",Worn Items,Other Worn Items,9,650.0,—,—
Force Shield,https://2e.aonprd.com/Equipment.aspx?ID=320,,Uncommon,"Evocation, Force, Magical",Shields,Specific Shields,9,650.0,L,—
Gourd Home,https://2e.aonprd.com/Equipment.aspx?ID=509,—,Rare,"Conjuration, Extradimensional, Magical, Structure",Structures,—,9,650.0,L,Age of Ashes
Hat of the Magi (Greater),https://2e.aonprd.com/Equipment.aspx?ID=443,,Common,"Arcane, Conjuration, Invested",Worn Items,Other Worn Items,9,650.0,—,—
Inspiring Spotlight,https://2e.aonprd.com/Equipment.aspx?ID=585,,Uncommon,"Enchantment, Light, Magical",Held Items,—,9,650.0,3,Extinction Curse
Pendant of the Occult (Greater),https://2e.aonprd.com/Equipment.aspx?ID=450,,Common,"Divination, Invested, Occult",Worn Items,Other Worn Items,9,650.0,—,—
Persona Mask (Greater),https://2e.aonprd.com/Equipment.aspx?ID=451,,Common,"Fortune, Illusion, Invested, Magical",Worn Items,Other Worn Items,9,650.0,—,—
Shadow (Greater),https://2e.aonprd.com/Equipment.aspx?ID=288,,Common,"Magical, Transmutation",Runes,Armor Property Runes,9,650.0,—,—
Tracker's Goggles (Greater),https://2e.aonprd.com/Equipment.aspx?ID=467,,Common,"Divination, Invested, Magical",Worn Items,Other Worn Items,9,660.0,—,—
Dragonslayer's Shield,https://2e.aonprd.com/Equipment.aspx?ID=318,,Uncommon,"Abjuration, Magical",Shields,Specific Shields,9,670.0,1,—
Ventriloquist's Ring (Greater),https://2e.aonprd.com/Equipment.aspx?ID=468,,Common,"Illusion, Invested, Magical",Worn Items,Other Worn Items,9,670.0,—,—
Knapsack of Halflingkind,https://2e.aonprd.com/Equipment.aspx?ID=446,,Uncommon,"Conjuration, Extradimensional, Healing, Invested, Magical",Worn Items,Other Worn Items,9,675.0,L,—
Victory Plate,https://2e.aonprd.com/Equipment.aspx?ID=752,,Uncommon,"Abjuration, Invested, Magical",Armor,Specific Magic Armor,9,675.0,4,—
Bountiful Cauldron,https://2e.aonprd.com/Equipment.aspx?ID=506,—,Uncommon,"Conjuration, Magical",Other,Magic Pots,9,680.0,2,Age of Ashes
Phylactery of Faithfulness,https://2e.aonprd.com/Equipment.aspx?ID=452,,Common,"Divination, Divine, Invested",Worn Items,Other Worn Items,9,680.0,L,—
Crimson Brand,https://2e.aonprd.com/Equipment.aspx?ID=515,,Uncommon,"Evocation, Magical",Weapons,Specific Magic Weapons,9,700.0,1,—
Dreamstone,https://2e.aonprd.com/Equipment.aspx?ID=507,—,Uncommon,"Enchantment, Magical",Held Items,—,9,700.0,L,Age of Ashes
Elemental Wayfinder (Fire),https://2e.aonprd.com/Equipment.aspx?ID=470,,Uncommon,"Evocation, Fire, Invested, Magical",Worn Items,Other Worn Items,9,700.0,—,—
Eyes of the Eagle,https://2e.aonprd.com/Equipment.aspx?ID=436,,Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,9,700.0,—,—
Gloom Blade,https://2e.aonprd.com/Equipment.aspx?ID=388,,Common,"Evocation, Magical",Weapons,Specific Magic Weapons,9,700.0,L,—
Grievous,https://2e.aonprd.com/Equipment.aspx?ID=298,,Common,"Enchantment, Magical",Runes,Weapon Property Runes,9,700.0,—,—
Healer's Gloves (Greater),https://2e.aonprd.com/Equipment.aspx?ID=444,,Common,"Invested, Magical, Necromancy",Worn Items,Other Worn Items,9,700.0,L,—
Horn of Blasting,https://2e.aonprd.com/Equipment.aspx?ID=257,,Common,"Evocation, Sonic",Held Items,—,9,700.0,L,—
Magic Wand (4th-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=368,,Common,"Magical, Wand",Wands,Magic Wands,9,700.0,L,—
Mask of the Banshee,https://2e.aonprd.com/Equipment.aspx?ID=738,,Common,"Auditory, Invested, Magical, Necromancy, Negative",Worn Items,Other Worn Items,9,700.0,—,—
Messenger's Ring,https://2e.aonprd.com/Equipment.aspx?ID=448,,Common,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,9,700.0,—,—
Rhino Hide,https://2e.aonprd.com/Equipment.aspx?ID=158,,Common,"Invested, Magical, Transmutation",Armor,Specific Magic Armor,9,700.0,2,—
Spangled Rider's Suit,https://2e.aonprd.com/Equipment.aspx?ID=591,,Uncommon,"Divination, Invested, Magical",Armor,Specific Magic Armor,9,700.0,1,Extinction Curse
Stole of Civility,https://2e.aonprd.com/Equipment.aspx?ID=592,,Uncommon,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,9,700.0,L,Extinction Curse
Urn of Ashes,https://2e.aonprd.com/Equipment.aspx?ID=751,,Common,"Magical, Necromancy, Negative",Held Items,—,9,700.0,—,—
Wand of Continuation (3rd-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=369,,Common,"Magical, Wand",Wands,Specialty Wands,9,700.0,L,—
Wand of Manifold Missiles (3rd-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=370,,Common,"Evocation, Force, Magical, Wand",Wands,Specialty Wands,9,700.0,L,—
Wand of Overflowing Life (3rd-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=756,,Common,"Healing, Magical, Necromancy, Positive, Wand",Wands,Specialty Wands,9,700.0,L,—
Cloak of Repute (Greater),https://2e.aonprd.com/Equipment.aspx?ID=510,,Common,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,9,1300.0,1,—
Unmemorable Mantle (Greater),https://2e.aonprd.com/Equipment.aspx?ID=513,,Common,"Illusion, Invested, Magical",Worn Items,Other Worn Items,9,1300.0,1,—
Sailing Ship,https://2e.aonprd.com/Vehicles.aspx?ID=9,—,Common,—,Vehicles,—,9,2000.0,L,—
Whip of Compliance,https://2e.aonprd.com/Equipment.aspx?ID=593,,Uncommon,"Enchantment, Magical",Weapons,Specific Magic Weapons,9,3000.0,1,Extinction Curse
Aluum Charm,https://2e.aonprd.com/Equipment.aspx?ID=560,—,Uncommon,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,10,-1,—,Age of Ashes
Addiction Suppressant (Greater),https://2e.aonprd.com/Equipment.aspx?ID=774,,Rare,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,10,140.0,L,—
Bravo's Brew (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=84,,Common,"Alchemical, Consumable, Elixir, Mental",Alchemical Items,Alchemical Elixirs,10,150.0,L,—
Replacement Filter (Level 10),https://2e.aonprd.com/Equipment.aspx?ID=877,,Uncommon,—,Adventuring Gear,—,10,155.0,—,—
Wolfsbane,https://2e.aonprd.com/Equipment.aspx?ID=131,,Common,"Alchemical, Consumable, Ingested, Poison",Alchemical Items,Alchemical Poisons,10,155.0,L,—
Antidote (Greater),https://2e.aonprd.com/Equipment.aspx?ID=80,,Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,10,160.0,L,—
Antiplague (Greater),https://2e.aonprd.com/Equipment.aspx?ID=81,,Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,10,160.0,L,—
Fearweed,https://2e.aonprd.com/Equipment.aspx?ID=828,—,Uncommon,"Consumable, Contact, Divine, Poison",Alchemical Items,Alchemical Poisons,10,160.0,L,Agents of Edgewatch
Shadow Essence,https://2e.aonprd.com/Equipment.aspx?ID=127,,Common,"Alchemical, Consumable, Injury, Negative, Poison",Alchemical Items,Alchemical Poisons,10,160.0,L,—
Vanishing Coin,https://2e.aonprd.com/Equipment.aspx?ID=237,,Common,"Consumable, Illusion, Magical, Talisman",Consumables,Talismans,10,160.0,—,—
Alchemical Atomizer,https://2e.aonprd.com/Equipment.aspx?ID=779,,Rare,Alchemical,Alchemical Items,Alchemical Tools,10,175.0,L,—
Iron Medallion,https://2e.aonprd.com/Equipment.aspx?ID=221,,Common,"Abjuration, Consumable, Magical, Talisman",Consumables,Talismans,10,175.0,—,—
Lucky Rabbit's Foot,https://2e.aonprd.com/Equipment.aspx?ID=568,,Uncommon,"Consumable, Divination, Fortune, Magical, Talisman",Consumables,Talismans,10,175.0,—,—
Mummified Bat,https://2e.aonprd.com/Equipment.aspx?ID=227,,Common,"Consumable, Divination, Magical, Talisman",Consumables,Talismans,10,175.0,—,—
Honeyscent,https://2e.aonprd.com/Equipment.aspx?ID=784,,Rare,"Alchemical, Consumable, Inhaled, Poison",Alchemical Items,Alchemical Poisons,10,180.0,L,—
Mistform Elixir (Greater),https://2e.aonprd.com/Equipment.aspx?ID=96,,Common,"Alchemical, Consumable, Elixir, Illusion, Visual",Alchemical Items,Alchemical Elixirs,10,180.0,L,—
Potion of Resistance (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=192,,Common,"Abjuration, Consumable, Magical, Potion",Consumables,Potions,10,180.0,L,—
Snagging Hook Snare,https://2e.aonprd.com/Equipment.aspx?ID=705,,Common,"Consumable, Mechanical, Snare, Trap",Snares,—,10,180.0,—,—
Eagle Eye Elixir (Greater),https://2e.aonprd.com/Equipment.aspx?ID=90,,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,10,200.0,L,—
Elemental Gem,https://2e.aonprd.com/Equipment.aspx?ID=243,,Common,"Conjuration, Consumable, Magical",Consumables,Other Consumables,10,200.0,—,—
Olefactory Obfuscator (Greater),https://2e.aonprd.com/Equipment.aspx?ID=690,,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,10,225.0,L,—
Miter of Communion,https://2e.aonprd.com/Equipment.aspx?ID=570,,Uncommon,"Divination, Invested, Magical",Worn Items,Other Worn Items,10,800.0,L,—
Choker of Elocution (Greater),https://2e.aonprd.com/Equipment.aspx?ID=422,,Common,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,10,850.0,L,—
Golem Stylus,https://2e.aonprd.com/Equipment.aspx?ID=633,—,Uncommon,"Invested, Magical, Transmutation",Held Items,—,10,850.0,L,Extinction Curse
Grail of Twisted Desires,https://2e.aonprd.com/Equipment.aspx?ID=584,,Unique,"Conjuration, Illusion, Magical",Held Items,—,10,850.0,L,Extinction Curse
Ring of Lies,https://2e.aonprd.com/Equipment.aspx?ID=456,,Uncommon,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,10,850.0,—,—
Talisman Cord,https://2e.aonprd.com/Equipment.aspx?ID=883,,Uncommon,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,10,850.0,—,—
Winged Boots,https://2e.aonprd.com/Equipment.aspx?ID=472,,Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,10,850.0,L,—
Cold Iron Weapon (Standard-Grade),https://2e.aonprd.com/Equipment.aspx?ID=375,,Common,—,Weapons,Precious Material Weapons,10,880.0,—,—
Explorer's Yurt,https://2e.aonprd.com/Equipment.aspx?ID=365,,Common,"Conjuration, Magical, Structure",Structures,—,10,880.0,1,—
Silver Weapon (Standard-Grade),https://2e.aonprd.com/Equipment.aspx?ID=379,,Common,—,Weapons,Precious Material Weapons,10,880.0,—,—
Aeon Stone (Pearlescent Pyramid),https://2e.aonprd.com/Equipment.aspx?ID=407,,Uncommon,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,10,900.0,—,—
Barding of the Zephyr,https://2e.aonprd.com/Equipment.aspx?ID=403,,Common,"Companion, Invested, Primal, Transmutation",Worn Items,Companion Items,10,900.0,L,—
Clandestine Cloak (Greater),https://2e.aonprd.com/Equipment.aspx?ID=423,,Uncommon,"Illusion, Invested, Magical",Worn Items,Other Worn Items,10,900.0,L,—
Daredevil Boots,https://2e.aonprd.com/Equipment.aspx?ID=429,,Common,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,10,900.0,L,—
Demon Mask (Greater),https://2e.aonprd.com/Equipment.aspx?ID=430,,Common,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,10,900.0,L,—
Elemental Wayfinder (Water),https://2e.aonprd.com/Equipment.aspx?ID=470,,Uncommon,"Evocation, Invested, Magical, Water",Worn Items,Other Worn Items,10,900.0,—,—
Maestro's Instrument (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=260,,Common,"Enchantment, Magical",Held Items,—,10,900.0,1,—
Numerian Steel Breastplate,https://2e.aonprd.com/Equipment.aspx?ID=811,—,Common,—,Armor,Specific Magic Armor,10,900.0,2,—
Razmiri Wayfinder,https://2e.aonprd.com/Equipment.aspx?ID=470,,Uncommon,"Illusion, Magical, Necromancy",Worn Items,Other Worn Items,10,900.0,—,—
Staff of Abjuration (Greater),https://2e.aonprd.com/Equipment.aspx?ID=351,,Common,"Abjuration, Magical, Staff",Staves,—,10,900.0,1,—
Staff of Conjuration (Greater),https://2e.aonprd.com/Equipment.aspx?ID=352,,Common,"Conjuration, Magical, Staff",Staves,—,10,900.0,1,—
Staff of Divination (Greater),https://2e.aonprd.com/Equipment.aspx?ID=353,,Common,"Divination, Magical, Staff",Staves,—,10,900.0,1,—
Staff of Enchantment (Greater),https://2e.aonprd.com/Equipment.aspx?ID=354,,Common,"Enchantment, Magical, Staff",Staves,—,10,900.0,1,—
Staff of Evocation (Greater),https://2e.aonprd.com/Equipment.aspx?ID=355,,Common,"Evocation, Magical, Staff",Staves,—,10,900.0,1,—
Staff of Illusion (Greater),https://2e.aonprd.com/Equipment.aspx?ID=359,,Common,"Illusion, Magical, Staff",Staves,—,10,900.0,1,—
Staff of Nature's Vengeance,https://2e.aonprd.com/Equipment.aspx?ID=749,,Common,"Evocation, Magical, Staff",Staves,—,10,900.0,1,—
Staff of Necromancy (Greater),https://2e.aonprd.com/Equipment.aspx?ID=360,,Common,"Magical, Necromancy, Staff",Staves,—,10,900.0,1,—
Staff of Providence (Greater),https://2e.aonprd.com/Equipment.aspx?ID=750,,Common,"Divination, Magical, Staff",Staves,—,10,900.0,1,—
Staff of Transmutation (Greater),https://2e.aonprd.com/Equipment.aspx?ID=363,,Common,"Magical, Staff, Transmutation",Staves,—,10,900.0,1,—
Thurible of Revelation (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=267,,Common,"Divination, Divine",Held Items,—,10,900.0,1,—
Wondrous Figurine (Golden Lions),https://2e.aonprd.com/Equipment.aspx?ID=270,,Common,"Conjuration, Magical",Held Items,—,10,900.0,L,—
Ring of Counterspells,https://2e.aonprd.com/Equipment.aspx?ID=454,,Uncommon,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,10,925.0,—,—
Weapon Potency (+2),https://2e.aonprd.com/Equipment.aspx?ID=281,,Common,"Evocation, Magical",Runes,Fundamental Weapon Runes,10,935.0,—,—
Fire-Jump Ring,https://2e.aonprd.com/Equipment.aspx?ID=732,,Uncommon,"Conjuration, Fire, Invested, Magical, Teleportation",Worn Items,Other Worn Items,10,940.0,—,—
Cloak of the Bat,https://2e.aonprd.com/Equipment.aspx?ID=425,,Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,10,950.0,L,—
Electric Eelskin,https://2e.aonprd.com/Equipment.aspx?ID=152,,Common,"Invested, Magical, Transmutation",Armor,Specific Magic Armor,10,950.0,1,—
Forge Warden,https://2e.aonprd.com/Equipment.aspx?ID=321,,Uncommon,"Abjuration, Magical",Shields,Specific Shields,10,975.0,1,—
Ring of Energy Resistance (Greater),https://2e.aonprd.com/Equipment.aspx?ID=455,,Common,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,10,975.0,—,—
Cape of the Mountebank,https://2e.aonprd.com/Equipment.aspx?ID=419,,Uncommon,"Conjuration, Invested, Magical",Worn Items,Other Worn Items,10,980.0,L,—
Breastplate of Command,https://2e.aonprd.com/Equipment.aspx?ID=148,,Common,"Enchantment, Invested, Magical",Armor,Specific Magic Armor,10,1000.0,2,—
Druid's Vestments,https://2e.aonprd.com/Equipment.aspx?ID=434,,Common,"Focused, Invested, Primal, Transmutation",Worn Items,Other Worn Items,10,1000.0,L,—
Handwraps of Mighty Blows (+2 Striking),https://2e.aonprd.com/Equipment.aspx?ID=441,,Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,10,1000.0,—,—
Invisibility (Greater),https://2e.aonprd.com/Equipment.aspx?ID=287,,Common,"Illusion, Magical",Runes,Armor Property Runes,10,1000.0,—,—
Magic Weapon (+2 Striking),https://2e.aonprd.com/Equipment.aspx?ID=380,,Common,"Evocation, Magical",Weapons,Basic Magic Weapons,10,1000.0,—,—
Ring of Wizardry (Type II),https://2e.aonprd.com/Equipment.aspx?ID=462,,Uncommon,"Arcane, Divination, Invested",Worn Items,Other Worn Items,10,1000.0,—,—
Serrating,https://2e.aonprd.com/Equipment.aspx?ID=519,,Uncommon,"Evocation, Magical",Runes,Weapon Property Runes,10,1000.0,—,—
Sturdy Shield (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=327,,Common,"Abjuration, Magical",Shields,Specific Shields,10,1000.0,1,—
Wand of Crackling Lightning (4th-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=754,,Common,"Electricity, Evocation, Magical, Wand",Wands,Specialty Wands,10,1000.0,L,—
Wand of Hopeless Night (4th-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=755,,Common,"Darkness, Evocation, Magical, Wand",Wands,Specialty Wands,10,1000.0,L,—
Wand of Noisome Acid (4th-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=794,—,Uncommon,"Acid, Evocation, Magical, Wand",Wands,Specialty Wands,10,1000.0,L,The Slithering
